[00:00:00 - 00:07:42]:  Esta semana, por entro os preparativos para a Seia de Natal, Ricardo Varou,
[00:07:42 - 00:20:26]:  espera-se se rejeitado. Pedro Moxia confessa-se colorado e João Miguel Tavárez
[00:20:26 - 00:30:48]:  declara-se um salvador de bebés. Está reunido o programa que o Juno estamos
[00:30:48 - 01:08:24]:  legalmente impedidos de dizer.
[01:08:24 - 01:16:28]:  Hora então mais uma semana, não é? E já com o espírito natalício de esperança e
[01:16:28 - 01:27:56]:  renovação pluar, esta semana assumimos uma nova pasta. A pasta da reciclagem, não e
[01:27:56 - 01:36:04]:  eu não vou falar sobre o desperdício de Natal, mas sim sobre outra variante da reciclagem.
[01:36:04 - 01:45:04]:  A reciclagem política. Uma vez mais, estamos desesperadamente a precisar de um governo
[01:45:04 - 01:57:04]:  sustentável e autônomo. Como o renocénico? Parece uma inspiração rebuscada? Não é?
[01:57:04 - 02:05:08]:  Hora-vos, Jerusalos. O renocénico é feito com 90% de materiais recicláveis. E o nosso
[02:05:08 - 02:17:56]:  atual governo parece que vai todo proindifrenciado. O renocénico tem autonomia de até 625 km.
[02:17:56 - 02:24:44]:  Enquanto o nosso governo não tem autonomia nem para chegar a cinas, sem provocar um scandal.
[02:24:44 - 02:32:08]:  Aímos os casos, só teríamos a ganhar, se os nossos governantes fossem um pouco mais como
[02:32:08 - 02:41:20]:  o renocénico. Estão a ver, eu disse que não era assim tão rebuscado. E agora é tempo
[02:41:20 - 02:48:04]:  de reciclar a sua vontade de ouvir o programa que se segue. Bom proveito!
[02:48:04 - 03:00:58]:  Para a vida vocês vão bem-vindos já o Estado da Posto, o bacalhau, as batatas e as coves,
[03:00:58 - 03:10:28]:  o centro de mesa, o asivinho. Mas mesmo assim, com as eleições no horizonte, a política
[03:10:28 - 03:21:16]:  não te oférias. Pedro Númsos Santos já é o que dizem que sempre quis ser. Embora admita
[03:21:16 - 03:31:56]:  que o discurso destrei como secretário-Jaldo PS não foi espectacular, palavras do próprio.
[03:31:56 - 03:41:24]:  E ainda tivemos direito a duas reaparições, dois fantasmas de natais passados, direiam
[03:41:24 - 03:50:20]:  alguns sócrates e passos coelho. Comissamos por este último com o Ricardo Raú's Pereira
[03:50:20 - 03:59:44]:  no papel de ministro das contas certas e onde é que viu um acerte de contas.
[03:59:44 - 04:10:04]:  Foi a perição de Pedro Passos Coelho, que estava a fazer contas durante oito anos e agora
[04:10:04 - 04:15:44]:  aposentou o resultado. É uma satisfiência. Agora já ninguém queria saber o resultado
[04:15:44 - 04:21:08]:  das contas. Mas enfim, eu resolvi apresentá-lo na mesma e vai muito a tempo.
[04:21:08 - 04:29:32]:  E ainda bem que eu fiz. Passos coelho rei apareceu em pública porta de um tribunal, apontando
[04:29:32 - 04:40:04]:  ao governo do PS, pela situação em que o país se encontra, responsabilidades graves.
[04:40:04 - 04:49:32]:  Sucentemente graves para que o atual primeiro ministro tenha sido o único primeiro ministro que
[04:49:32 - 05:01:16]:  eu tenho de Maria que se tenha sentido na necessidade de apresentar admissão por índice ante
[05:01:16 - 05:11:04]:  e uma figura. Em de cento e uma figura, a frase da semana é caso para dizer Ricardo,
[05:11:04 - 05:19:56]:  esta foi forte. Forte e muito chiquinha. Muito chiquinha, Carlos, porque isto é, não
[05:19:56 - 05:28:12]:  sei se só para situar, o que é que acabamos de ver foi alguém que deixou de ser primeiro
[05:28:12 - 05:36:16]:  ministro em 2015, acreditou que ele deixou de ser primeiro ministro na semana passada.
[05:36:16 - 05:46:48]:  E portanto, acho que o povo português está avancioso por este cheirinho de futuro e de
[05:46:48 - 06:02:32]:  respectivas sobre o que vai acontecer ao nosso país. Não tem futuro? Acho que já tinha
[06:02:32 - 06:12:24]:  arrumado estes dois capítulos. Estou na certeza de que ele não era o tempo de eles.
[06:12:24 - 06:18:44]:  Eles estão as braços de ara, não há de ouvida. Mas não tenho certeza que é ainda por cima
[06:18:44 - 06:25:40]:  e aquilo que eles estão a discutir são encontras passadas também.
[06:25:40 - 06:36:56]:  A resposta de alias não tardou e António Costa também foi caustico.
[06:36:56 - 06:49:28]:  O ex-domo não se responde nesse momento, não há nada de zero. Acho que as palavras
[06:49:28 - 06:58:48]:  dela falam por si. Por que é muito cansativo estar a 8 anos a contar de após dia, a espera
[06:58:48 - 07:06:36]:  que o dia a prosseguem, o dia a noca mais chega, pois é isto. O famoso dia abo que não
[07:06:36 - 07:17:08]:  veio entre por centra Costa e Pazescoil, viu uma resposta do primeiro ministro Ricardo
[07:17:08 - 07:28:40]:  Ironia Sarcasmo? Eu acho que ele fez entre-te-seu uma mescla das duas nesta resposta que
[07:28:40 - 07:38:24]:  deu e só tem pena que estas interações entre António Costa e Pazescoil não decorram
[07:38:24 - 07:47:52]:  no jardim da parada a frente de um domino. Que é o cítil, onde os reformados costumam estar
[07:47:52 - 07:51:36]:  lá, que violento. E o alas violentamente.
[07:51:36 - 07:58:16]:  O que é que ele resta? Volta-a ser primeiro ministro, bem principio não.
[07:58:16 - 08:06:36]:  É o principio não, acho que ele vai receber as coisas de verdademente a circulação.
[08:06:36 - 08:16:36]:  O mal resultado lhes muito negro era que o experimento dos espetras com tanta costa.
[08:16:36 - 08:24:56]:  O que é que ele resta? Volta-a ser primeiro ministro, bem principio não.
[08:24:56 - 08:34:56]:  É o principio não, acho que ele vai receber as coisas de verdademente a circulação.
[08:34:56 - 08:41:36]:  O mal resultado lhes muito negro era que o experimento dos espetras com tanta costa.
[08:41:36 - 08:44:56]:  Por que o soteio lhes é?
[08:44:56 - 08:49:56]:  Não sei, não tenho certeza disso.
[08:49:56 - 08:51:36]:  Quanto ao lhes muito negro?
[08:51:36 - 08:53:16]:  Certo.
[08:53:16 - 08:59:56]:  Quanto ao costo não sei se ele vai voltar, se ele tem atenção.
[08:59:56 - 09:03:16]:  Não consigo por isso de parte, né?
[09:03:16 - 09:04:56]:  É o ministro com a soteio.
[09:04:56 - 09:16:36]:  Eu já levantei aqui a hipótese de Zéluis Carnero e Pedro Nuno Santos estariam a fazer uma eleição
[09:16:36 - 09:24:56]:  visória porque o costo assim que se tiver fesculin, diz, lembram-se do seguro, saiam lá, só acho que for.
[09:24:56 - 09:31:36]:  Mas não tenho certeza disso, é, é possível repetir o mesmo troco duas vezes, não tenho certeza disso.
[09:31:36 - 09:43:16]:  Na mesma ocasião em que até com a costa passo-scuélio não revelou grande inclinação
[09:43:16 - 09:56:36]:  para sair em defesa de lhes muito negro e aproveitou para descorrer sobre a iterna que está no tempo.
[09:56:36 - 10:11:36]:  Não tenho seu tempo e este tempo não me pretence e portanto devemos deixar o espaço que é em pretence o tempo
[10:11:36 - 10:31:36]:  para fazer aquilo que é preciso, o que eu posso formular é um desejo muito sincero, que o PSD possa estar preparado para os tempos que ivem.
[10:31:36 - 10:53:16]:  Passos-scuélio é fórmular um desejo sem se empenhar muito, num voto de confiança, saiu antigo líder do PSD, João Miguel Taváres, o fantasma do Natal Passado de lhes muito negro.
[10:53:16 - 11:04:56]:  Eu acho que pode ser do passado e pode ser do futuro, eu descobri totalmente do que o meu cara analista, Ricardo Aguio,
[11:04:56 - 11:23:16]:  eu acho que tanto António Costa como Peter Passes-Colho estão em jogo. Estão em jogo, porque não é todo tempo, mas não é por acaso que é o único que ele faz,
[11:23:16 - 11:39:56]:  é emitir uma espécie de desejos que o PSD esteja altura dos acontecimentos, que as pessoas que eu sou, parece ser de estar aqui fortíssimo e vai rasar nas partes.
[11:39:56 - 11:54:56]:  Mas eu não sei se vocês deviam ter sido de forma, mas eu desejo que o PSD possa estar preparado para lutar por aquilo que ajuda a ser a superposta do governo.
[11:54:56 - 12:16:36]:  É isso, foi quase isso, e portanto eu acredite mesmo nesta análise do tempo, não é o tempo deles, e eu acho que o tempo deles seja passado dos dois, tanto António Costa como Peter Passes-Colho.
[12:16:36 - 12:36:36]:  É incondida que o reaperscimento público de passes-Colho tem para Monto Negro um significado equivalente ao distinto do regresso de Cavaco, que há umas semanas atrás.
[12:36:36 - 12:59:56]:  É muito diferente, note-se que Peter Passes-Colho não esteve no Congresso, não parece especialmente entre os dias mados que é complicado para andar em campanha-eleitugal.
[12:59:56 - 13:06:36]:  Acho que é muito, ou seja, Monto Negro também não quer lá.
[13:06:36 - 13:19:56]:  Sim, passes-Colho, ele disse que fala agora e não vai falar nos temas mais próximos, quer dizer que não está muito disponível para participar na campanha.
[13:19:56 - 13:34:56]:  Eu acho que Monto Negro não quer lá. Eu acho que quer pagar aquilo que é o fantasma da tróica, dos cortes, nos rendimentos, e portanto quer o longe.
[13:34:56 - 13:38:16]:  É compreensível, ele é leituralmente.
[13:38:16 - 13:43:16]:  É compreensível, ele embora ao mesmo tempo.
[13:43:16 - 13:59:56]:  É compreensível, é dovidoso, é difícil de fazer essas contas, porque assim, multanemente, passes-Colho é esse, passes-Colho.
[13:59:56 - 14:06:36]:  Na cabeça de muita gente, de muito reformado, foi mais poupa.
[14:06:36 - 14:21:36]:  Mas também na cabeça de muita gente à digueita é uma espécie de Moisés, que aguarda no deserto pela sua hora.
[14:21:36 - 14:38:16]:  E eu tendo a postar mais na parte do Moisés, mas, sobretudo, tenho certeza que nem António e Costa nem em pente de passes-Colho.
[14:38:16 - 14:44:56]:  Estão politicamente mortos, entrado, não é como no passado.
[14:44:56 - 14:53:16]:  Todos os outros primeiros ministros, antes desses dois, quando acabaram o seu tempo, eles estavam acabados.
[14:53:16 - 14:56:36]:  O Durão estava acabado, o que ter achado estava acabado.
[14:56:36 - 15:04:56]:  Pelo primeiro ministro, o Santana estava definitivamente acabado, o Socred estava acabado e disse-me.
[15:04:56 - 15:14:56]:  Os dois não estão e não expandaria que daqui a 4, 5, 10 anos ainda voltassem.
[15:14:56 - 15:34:56]:  Entretanto, há um dado novo, que esta semana surgiu no seu entender, Pedro Messia, o que é que o anúncio de uma ri edição da aliança democrática, com uma coligação entre o PSD e o CDS,
[15:34:56 - 15:44:56]:  poderá trazer a de novo a dinâmica das próximas eleições.
