[00:00:00 - 00:06:44]:  Esta semana, Ricardo A. Oespreira, de Clara, é berrente.
[00:06:44 - 00:16:08]:  João Miguel Tavares sente-se prescrito e Pedro Muxia, a quem cabe desta vez,
[00:16:08 - 00:21:32]:  ficarem em casa, confessa-se falhado.
[00:21:32 - 00:25:32]:  Está reunido o Governo Sombra.
[00:25:32 - 00:58:00]:  [Música]
[00:58:00 - 01:06:28]:  Viva vocês um bem-vindos no final da semana em que tivemos sinais de que o pique da pandemia
[01:06:28 - 01:14:36]:  pode ter sido ultrapassado, embora não está já para breve ainda ou desconfinamento.
[01:14:36 - 01:24:32]:  Uma semana marcada também por apelos para a criação de um governo iniciativa presencial
[01:24:32 - 01:31:08]:  e ainda pela admissão do coordenador do plano de vacinação de temas, todos eles de que
[01:31:08 - 01:40:00]:  vamos falar daqui a pouco neste Governo Sombra, em que o Ricardo A. Oespreira se apresenta
[01:40:00 - 01:49:52]:  desta vez como ministro da Pueira e Cultura e em que por opções é que juntem isso
[01:49:52 - 01:58:36]:  o Ricardo A. Oespreira a cultura e a pularilidade.
[01:58:36 - 02:08:12]:  A pularilidade sim são em algumas medidas do âmbito da cultura que são um bocadinho
[02:08:12 - 02:11:32]:  de poiris, digamos.
[02:11:32 - 02:18:04]:  Mais poiris é o mais culturais, é a criação da primeira proporção.
[02:18:04 - 02:22:16]:  Não sei a 50-50, só está muito inclinhado.
[02:22:16 - 02:29:00]:  Quer falar do confinamento dos livros e de uma nova raspadinha.
[02:29:00 - 02:35:40]:  O que é que encontra de poiril, lembras, lembras, insitivas.
[02:35:40 - 02:37:20]:  Vamos lá ver o confinamento.
[02:37:20 - 02:51:44]:  Os livros parte de um raciocínio meio infantil que é para não prejudicar as livrarias,
[02:51:44 - 02:54:12]:  ninguém vem de livros.
[02:54:12 - 03:02:26]:  Agora, isso faz com que o prejudice para o acertor dos livros seja muito superior à
[03:02:26 - 03:17:02]:  que seria, ou seja, talvez fosse mais fácil manter o vendor prestigo, por exemplo, ou
[03:17:02 - 03:24:00]:  os livros onde há superficies que estão abertas e podem vender livros mas neste momento estão
[03:24:00 - 03:31:24]:  pro hívidas de o fazer e apoiar as pequenas livrarias, talvez fosse mais barato, do que
[03:31:24 - 03:42:04]:  infligir a todo um setor que tem além dos livrairos, tem irritores, autores, etc.
[03:42:04 - 03:44:44]:  Infligir este sufrimento de tudo.
[03:44:44 - 03:49:36]:  Já se faz concluir que os livros não são bem essenciais, né?
[03:49:36 - 03:51:16]:  Porque o que deve ser?
[03:51:16 - 04:00:16]:  Não, mas em principios são essenciais, é tal ponto que se raciou que as pessoas se
[04:00:16 - 04:07:16]:  precipitassem para as livrarias, eu preciso do meu tomas-man.
[04:07:16 - 04:11:24]:  Agora, como se fosse a Black Friday.
[04:11:24 - 04:18:36]:  Vamos falar da respadinha depois, essa semana gerou-se um movimento de contestação ao facto
[04:18:36 - 04:26:36]:  de estar pro hívidas à venda de livros a não ser online, uma decisão que há a solução
[04:26:36 - 04:31:08]:  portuguesa de editores e livrairos não compreente.
[04:31:08 - 04:42:28]:  O livro é um bem essencial e é por isso que tem um regime especial de livros de 6%, e
[04:42:28 - 04:49:08]:  o presidente e a presidência comunico a prenece, a emergência havia três ou quatro outras
[04:49:08 - 05:02:24]:  pessoas ao anterior, que permitíamos ajustar a nova situação e a nova 15a de todos os pontos,
[05:02:24 - 05:10:04]:  onde a presença vai dar tudo de que deu espaço para o governo poder levar a situação,
[05:10:04 - 05:18:18]:  das aulas não presenciais ou ao recrutamento médicos no estrangeiro, passando pela venda
[05:18:18 - 05:27:48]:  dos livros, o único que não foi cumprir pelo governo foi a venda dos livros.
[05:27:48 - 05:38:00]:  O presidente abriu a porta ao desconfinamento dos livros mas o governo não aceitou a ideia
[05:38:00 - 05:51:04]:  de alguma lógica João Miguel Tavars, no facto de se poderem comprar canetas ou cadernos
[05:51:04 - 06:01:20]:  ou borrachas numa papalaria e os livros estarem cobertos por um pelástico impedidos de ser vendidos.
[06:01:20 - 06:09:16]:  A única lógica que o vejoia poética, o que casa com os livros, neste sentido?
[06:09:16 - 06:18:00]:  Eu acho que pela primeira vez a minha geração, e isso não nos aconteceu no 25 de abril, eu tinha
[06:18:00 - 06:24:52]:  seis meses e nunca tive aquela sessão que é a andar, mas para se andar a ter a ficar
[06:24:52 - 06:29:52]:  a livre do expulso de baixo da mesa.
[06:29:52 - 06:36:32]:  E isto acontece hoje em dia em alguns desses locais, que é a sua escadizária, mas eu clio
[06:36:32 - 06:44:52]:  um desses livros e estava em olho tão molar, mas não diga nada, está bem, o pago daqui a dois meses.
[06:44:52 - 06:46:32]:  E isso passa.
[06:46:32 - 06:58:12]:  Se tem um lado poético, parece que voltamos ao pré-25 de abril, mas em termos lógica, não há nenhuma.
[06:58:12 - 07:06:32]:  Até porque a história dos equipamentos eletrônicos, parece que é disponível o que está disponível
[07:06:32 - 07:08:12]:  ali portanto as pessoas.
[07:08:12 - 07:16:32]:  Vão a finaques onde podem comprar cidades e dividir, e depois não podem comprar livros,
[07:16:32 - 07:19:52]:  para os livros tão coberdes compelásticos.
[07:19:52 - 07:28:12]:  Então coberdes, o absurdo não é só no 7 Oliveiraigo.
[07:28:12 - 07:35:32]:  A minha aconteceu, por causa de uma família muito próxima que estava doente, nós tivemos que
[07:35:32 - 07:41:32]:  sair em família mais do que uma vez de Lisboa.
[07:41:32 - 07:49:52]:  Aquanto se uma vez eu estava numa bomba de gasolina e não venda em água, e por exemplo,
[07:49:52 - 08:01:32]:  eu fui ali aos draivindis da McDonald's, em que vendiam a comida toda.
[08:01:32 - 08:13:12]:  Eu não estou abrigo em carga, venda em o epimeu todo, mas não venda em água, venda em um hambúrguer,
[08:13:12 - 08:21:32]:  as batatas fritas cheias de sal, e depois não tem isso que eu beber.
[08:21:32 - 08:29:52]:  Não tem isso que eu beber, que de noto é mesmo verdade, isso está a acontecer tanto.
[08:29:52 - 08:38:12]:  Eu não sei quem faz as leis, mas ao fim deste tempo todo, já podia ter alguma atenção
[08:38:12 - 08:44:52]:  por que as coisas fizessem alguma espécie de sentido.
[08:44:52 - 08:53:12]:  Acho que até correu, por causa de nós não trouxemos para que podíamos ter trazido, aquela imagem de repentáriso,
[08:53:12 - 08:59:52]:  que era num pin doce, em que o zona dos livros estava ocupado por papel higienico.
[08:59:52 - 09:08:12]:  E é que ele dá uma imagem realmente do que tem sido este confinamento no diminuio dos livros?
[09:08:12 - 09:09:52]:  Não faz sentido.
[09:09:52 - 09:16:32]:  Tem alguma explicação para isto, Pedro Messia?
[09:16:32 - 09:36:32]:  Na verdade, o que acontece é que, como percebemos, também não há propriamente unanimidade nessa matéria entre o setor do livro,
[09:36:32 - 09:43:12]:  mas é muito premiado as coisas muito estranhas.
[09:43:12 - 09:56:32]:  É muito estranho que se tivesse falado ao longo deste processo, por exemplo, de deconcorrencia,
[09:56:32 - 10:09:52]:  quando parece claro que existe uma questão de acesso ao livro, porque nós vivemos todos, que é dizer,
[10:09:52 - 10:23:12]:  nossos quatro e muitas das pessoas me estão a ver naquele mundo de compras online, mas as compras online,
[10:23:12 - 10:36:32]:  no livro são muito diminutas, são uma percentage muito pequena das compras e das vendas,
[10:36:32 - 10:39:52]:  e, portanto, isso significa que estão das bibliotecas.
[10:39:52 - 10:43:12]:  São 8% segundo o livro.
[10:43:12 - 11:03:12]:  Estando das bibliotecas fechadas, estando das livarias fechadas, estando das grandes e profissias com os livros no blástico,
[11:03:12 - 11:13:12]:  ou com uma fotografia que corria esta semana, não sei se o fradéria se faça, mas se não era verdadeira,
[11:13:12 - 11:23:12]:  ou para a imagemada, com o papel legendico, não sei, que ela é o que é que a verdadeira é.
[11:23:12 - 11:36:32]:  Mas se não era verdadeira, é uma boa imagem, e, portanto, neste sentido o que está a acontecer é que,
[11:36:32 - 11:46:32]:  já sabe que a rede livreira, não é realmente grande coisa, aflujamento à bibliotecas.
[11:46:32 - 11:53:12]:  Não é grande rede livreira, não é grande, não é grande, não é grande, não é grande, não é grande, não é grande, não é grande, não é grande.
[11:53:12 - 11:58:12]:  O que significa que há muitas pessoas que estão privadas do livro.
[11:58:12 - 12:13:12]:  Se o livro é que a exercer se comprar jornais é considerado uma atividade essencial e ainda bem,
[12:13:12 - 12:29:52]:  não sei porque o livro está errovável dessa lógica, e portanto é um bocadinho chocante perceber,
[12:29:52 - 12:49:52]:  até por uma razão que tem sido argumentada, e que eu acho que é verdadeira, que é, não estamos a falar das pessoas que se aglumaram para ir o BKF,
[12:49:52 - 13:03:12]:  ou para fazer com qualquer outra dessas atividades normais do dia a dia, que geram multidões, ou que geram, por menos, pequenas multidões.
[13:03:12 - 13:14:52]:  Infelizmente, não me lembro de grandes multidões em livrarias, para mal dos nossos pecados.
[13:14:52 - 13:29:52]:  Até a gerando aquela situação muito bizarco, que já calataram, que é a pessoa que chega a uma terminada,
[13:29:52 - 13:44:52]:  é uma terminada loja que também vem de livros, ou vem de dia, ou vem normalmente, não poder comprar-lo diretamente,
[13:44:52 - 13:59:52]:  mas poder comprar-lo no online, e depois entrega-no, que é uma situação realmente muito bizarra e que deviam ser algum ajusto.
[13:59:52 - 14:23:12]:  E enquanto aos livros, e enquanto aos livros, enquanto para o outro, a espécie de puéria e cultura que Ricardo Rospra invocou,
[14:23:12 - 14:28:12]:  Ricardo Rospraeda, tensiona jogar na nova respadinha do patrimônio?
[14:28:12 - 14:33:12]:  Tenci o nome de senyor Carlos, estou ansioso para jogar na respadinha do patrimônio.
[14:33:12 - 14:39:52]:  O que que funciona? Antes de inscriar só, só em meio.
[14:39:52 - 14:53:12]:  Queria só dizer que isso também não são só coisas negativas, porque isso é uma pessoa se dirigir a uma superfície, onde não pode comprar o livro,
[14:53:12 - 15:06:32]:  mas pode, com o prêmio do online, ir recolhê-lo, acaba por incentivar a leitura, porque uma pessoa não pode ler o café, mas pode viver-lo.
[15:06:32 - 15:11:32]:  E portanto, acaba por ser um incentivo interessante.
[15:11:32 - 15:34:52]:  Rospraeda, mas lá, ver, eu, a respadinha para financiar o patrimônio para a cultura.
[15:34:52 - 15:36:32]:  Mas temos no setor da cultura, né?
[15:36:32 - 15:46:32]:  No setor da cultura, eu verá-lo a outros países que também têm este tipo de coisa.
[15:46:32 - 15:59:52]:  Por outro, tem sempre um cheirinha, por intrícia e a desistência. É a questão. O ministério da cultura tem sempre um orçamento muito reduzido.
[15:59:52 - 16:11:32]:  E a gente aceita isso e agora vai, vai, vai, opções respadinhas que vão, a gente não aceitaria a respadinha da educação e a respadinha da saúde.
[16:11:32 - 16:48:12]:  Com a espacultura tudo bem, vamos resparir, e ainda não vai ver se vocês financiamos o patrimônio.
[16:48:12 - 17:09:52]:  Numores reunidos pelos investigadores dizem que os portugueses gastam uma imédia por pessoa 160 euros por ano em respadinhas, enquanto que por exemplo em Espanha e a se valor cai para os 14 euros.
[17:09:52 - 17:19:52]:  A equipa da escola de medicina da Universidade do Mínio acredita que se está aprendendo um problema de jogo patológico.
[17:19:52 - 17:26:32]:  Acho que é mais viciante do que o outro jogo, Zona.
[17:26:32 - 18:01:32]:  É viciante e como as biaçam premios, que saem são pagos no imediato e eu vejo isto principalmente, depois que lá se até mais baixas estão à procura do imediato de algum premio e acabam processificiário e quando recebem, por exemplo, um premio de 10 euros, gasto logo 5.0.
[18:01:32 - 18:31:32]:  Os investigadores também concordam que o premio de diato é um dos fatores de sucesso das respadinhas juntam ao segredo do negócio a facilidade de acesso e o grande número de pontos de distribuição, assim com a aceitação social e o baixa estigma associado a este tipo de jogo.
[18:31:32 - 18:44:52]:  Um alerta com cerca de um ano de fevereiro do ano passado, como é que avalia isto ser o estado a promover o vício, Pedro Messia?
[18:44:52 - 19:01:32]:  Há muitas instâncias em que o jogo, ao jogo, é da uma função social, isto não é, os reinimentos do jogo, isto não é uma manovidade.
[19:01:32 - 19:28:12]:  E a salva guarda do patrimônio é sempre bem-vida. Agora, eu não sei se isto é pior, não parece ser já pior, do que outras formas de arranjar dinheiro para o patrimônio, como as entradas do pantheon,
[19:28:12 - 19:51:32]:  ou os filmagens à maluca em monumentos nacionais, e alguns episódios que conhecemos do passar de recente, ou até, porque está a dizer que não imaginamos isto fora da cultura,
[19:51:32 - 20:18:12]:  por exemplo, ser espolhiado fiscalmente pelo estado, mas quer dizer que estábamos a um magnífico automóvel, que é, por exemplo, uma coisa que esta prática é bastante conhecida e bastante bizarra e bastante terceiro mundo isto,
[20:18:12 - 20:36:32]:  portanto não vejo que esta respadinha seja mais chocante do que outras práticas, quer reverta em palpa patrimônio, quer utilizadas pelo estado de outros setores.
[20:36:32 - 20:56:32]:  - O que você era um problema, João Miguel Tavar, e a Pugada Napolabra, a minha pergunta era se considera um problema, o facto, como vimos na peça, da um ano já, do meio de uma insticação do Ministério do Minho,
[20:56:32 - 21:09:52]:  é de mostrar que a respadinha está associada a um problema de vício junto de gente desfavorcida.
[21:09:52 - 21:43:12]:  E isso mesmo, isso é o problema, e portanto é o ídice corte pela agumxia, porque se nós estamos de repente a taxar as pessoas que vão fazer jantar das opantienas, e que, entre tanto, andar a Gondina no Epsam, estamos a tirar dinheiro ao pé de cause-grove de as pessoas todas que vai pagar o que estão.
[21:43:12 - 21:58:12]:  - Não, sim, mas no ponto aqui é esse, este é o ponto, é para ver essa respadinha, essa respadinha atinge em primeiro lugar a escolasos mais baixas.
[21:58:12 - 21:59:52]:  - Mas aí é...
[21:59:52 - 22:08:12]:  - Mas a discussão nessa matéria não tem a ver com apenas como dinheiro, que tem a ver com a dignidade do Estado.
[22:08:12 - 22:18:12]:  - Não, não, mas eu vou lá, mas aqui mais do que a dignidade do Estado preocupa uma dignidade dos pobres, olha como ficou bem esta minha frase.
[22:18:12 - 22:24:52]:  - Eu sei que aqui também preocupa a dignidade dos pobres, Pedro Mochia.
[22:24:52 - 22:39:52]:  - Para ficar de rostrera, tem ideias para mais respadinhas onde se possa ir arranjar dinheiro para outras necessidades ciências.
[22:39:52 - 23:01:32]:  - O bingo do teatro, a taluda do bailado, eu não sei se não, a gestação, nós na altura falamos aqui sobre o ridículo do a blitz agonhar um magnífico alto móvel.
[23:01:32 - 23:04:52]:  - Por causa não tem nada quanto a gisa.
[23:04:52 - 23:09:52]:  - E eu achei graça aqui, eu achei que era engraçado.
[23:09:52 - 23:16:32]:  - Eu perou para o Lema e a Ploem Triste desta medida.
[23:16:32 - 23:23:12]:  - No sentido de que eu acho que o Ministério da Cultura devia...
[23:23:12 - 23:34:52]:  - Lá está a usar uma metáfora do jogo, por as fichas todas, ou seja, além do casino Lisboa e do casino do Esturilo,
[23:34:52 - 23:41:32]:  - fazer arranjar um palácio qualquer que o Ministério da Cultura deve ter.
[23:41:32 - 23:56:32]:  - E fazer lá um casino que tivesse as slot machines das belas artes, o Blackjack do audiovisual, a roueta da conservação e o tal.
[23:56:32 - 24:01:32]:  - Vamos jogar no setor com mais licorçado.
[24:01:32 - 24:19:52]:  - Cri apoiar ou não cair de apoiar esse setor, no sitio em que estava mais viciado e, em princípio, talvez tivessemos uma cultura mais pojante.
[24:19:52 - 24:26:32]:  - É o que o Blackjack ou o Blackjack não haviam visuais.
[24:26:32 - 24:36:32]:  - Entregamos ao Ricardo Aros para a pasta de Ministro da Poerilidade.
[24:36:32 - 24:53:12]:  - Quando a pedermostia quer ser desta vez ministro da Presidência para apoiar ou para criticar os apelos presidência listas que vieram a publicar esta semana, pedermostia?
[24:53:12 - 25:08:12]:  - Sim, a discussão está em vídeo sobre essa matéria, neste ano de agraça 1981, tem sido muito interessante, porque...
[25:08:12 - 25:14:04]:  - Por várias as vozes, deixe-me só encodrar a lançar a ideia de um governo de emergência nacional ou de unidade nacional, como também é o Ofica
[25:14:04 - 25:39:04]:  chamasse e recorde os nomes Miguel Sosataváres, Pedro Santana Lobos, Marcelo Garil, Vila Verde Cabral e agora também Alberto João Jardinho.
[25:39:04 - 25:45:44]:  Como é como a ideia desta, podia ser posta em prática? Por de grato presidencial?
[25:45:44 - 26:02:24]:  - Acho que ela tem que ser feito rapidamente até o ano que vem em 1982, quando o presidente poderer essas competências, portanto, acho que é preciso fazer isso.
[26:02:24 - 26:10:44]:  É preciso fazer isso rapidamente, porque a Constituição vai deixar de permitir-lo muito em breve.
[26:10:44 - 26:40:44]:  É uma ideia duplamente absurda, é absurda porque perda a presidencialização de um ggm, se não é presidencialista, o que não parece que seja uma boa ideia em sequência sem nenhuma e não é para apostar-me-nos num estado de emergência que uma má ideia se torna a boa ideia.
[26:40:44 - 26:59:04]:  Porque algumas dessas, afirmações para todos os ggm, mas algumas dessas formulações sugera a ideia de um governo alacar, por exemplo,
[26:59:04 - 27:12:24]:  tirar seus ministros, mas são os incompetentes, que começaram um critério de uma objetividade e uma solidê explítica.
[27:12:24 - 27:15:44]:  - Essa foi a susto de Miguel Sosataváres?
[27:15:44 - 27:45:44]:  - Fantástica, essa é uma delas. E depois a questão de qual um feliz tem sido na Europa, a ideia, por exemplo, de governos técnicos e italiis, está atentado outra vez, da outra vez com a Monti, não corbei.
[27:45:44 - 28:00:44]:  E há também ainda, se quisermos juntar mais a este calderão, há também a ideia de fazer uma espécie de...
[28:00:44 - 28:15:44]:  Isto se está alguma das coisas fosse possíveis, já estou a dar do barato a essa parte, mas de fazer um governo de bloco central presidencial,
[28:15:44 - 28:49:04]:  e essa é a ideia de um bloco central, seja presidencial, não presidencial, é tudo aquilo que nós precisamos neste momento político a partir da área, em que essa união e unidade nacional trivamente com pessoas e partidos fora dessa união,
[28:49:04 - 29:02:24]:  e essas pessoas e as partidos ficavam automaticamente na posição de serem alternativa a país.
[29:02:24 - 29:19:04]:  E, portanto, a ter do ponto de vista da perspicacia e relação ao que a momento em que estamos a viver, isso é tão absurdo, e além do mais, não é possível.
[29:19:04 - 29:32:24]:  - O que é que vejo como um João Miguel Sosataváres entre estas cinco personalidades que propõem este governo de iniciativa presidencial?
[29:32:24 - 29:49:04]:  - Estão irritadas com a situação, então por eu ver o estado de forma como uma espécie de senadores da República...
[29:49:04 - 30:02:24]:  - Ah, mas senadores somos todos, desde que sejam suficientemente veles para isso, eu estou com o veci de daqui a 10 anos até eu acho que não de savo como senador.
[30:02:24 - 30:15:44]:  Pera com o xia, certamente, acho que você pede um xia, acho que já é suficientemente senador e tu o Ricardo, tu se capa esses 20 anos, mesmo assim, não olha que não liga.
[30:15:44 - 30:32:24]:  - Conselho que diga de senador, eu dou muito pouco a importância aos senadores, eu simpatizo com o desespero muitas vezes das pessoas, mas sempre diz uma aça solução proposta?
[30:32:24 - 30:35:44]:  - Onde está a proposta?
[30:35:44 - 30:45:44]:  - Não, a proposta, eu acho, eu concordo que o que o Pedro-Mixia diz, não acho que essa solução faça qualquer espécie de sentido.
[30:45:44 - 30:47:24]:  - Mar-semente...
[30:47:24 - 30:59:04]:  - Mar-semente, considero a ideia de um governo de iniciativa presidencial de ficção científica.
[30:59:04 - 31:19:04]:  - E os preços desta semana escrave que o presidente é a ver se a governos de iniciativa presidencial, porque Mar-seceu já fez saber que não vai acolher a ideia e que entende que completa a costa gerer a crise.
[31:19:04 - 31:32:24]:  - Claro, com a completa costa gerer a crise, é um tema analis que for preciso estampar-se com o crise, porque é por isso que está a longo do ver que não é.
[31:32:24 - 31:37:24]:  - A esta a igual a difícil, então tem que estimar-te um outro.
[31:37:24 - 31:49:04]:  - E se não faz qualquer espécie de sentido, ainda por cima, porque falta aqui só um detalhe, que é ninguém que é ir para lá.
[31:49:04 - 32:12:24]:  - As pessoas mesmo mais vezes falam com o rir e diz "Ah, o rir e o crítico tão pouco costa, mas o rir e o táquia tinha a esperga da viz delas, como é evidente, que é que é o prejá em tempestáminos e tudo isto hoje em dia é uma situação completamente volátil.
[32:12:24 - 32:17:24]:  - Há uma semana, estava o causa absoluto.
[32:17:24 - 32:37:24]:  - A gente vai cair com imensos números, mais quiseses e já está toda a gente vem e aprima vega e vai toda a gente para rua e, portanto, convém, enfim, não andá-te de se escivamente atrás do espírito do tempo.
